Restaurant Name,City,Area,Cuisine Type,Cost for Two,Ratings
The Culinary Court,delhi-ncr,"Park Ascent, Noida",North Indian,₹2199 for two,4.4
Amritsar Haveli,delhi-ncr,"Sector 63, Noida",North Indian,₹600 for two,4.6
Martini's,delhi-ncr,"M3M Urbana, Sector 67, Gurgaon","Indian, Asian, Continental",₹1800 for two,4.0
Runway1,delhi-ncr,"Metro Walk Mall, Rohini",Multicuisine,₹1200 for two,3.8
Pindi,delhi-ncr,"Pandara Road Market, Central Delhi","North Indian, Chinese",₹2400 for two,4.7
For Earth's Sake,delhi-ncr,"DLF South Point Mall, Golf Course Road",European,₹1200 for two,4.6
Pop Seoul,delhi-ncr,"Greater Kailash (GK) 1, South Delhi","Korean, Pan Asian",₹1000 for two,3.4
CAD Techbar & Craftkitchen,delhi-ncr,"32nd Avenue, Gurgaon","Cocktail Menu, Modern Indian",₹1800 for two,4.2
Circle,delhi-ncr,Radisson Hotel Sector 29 Gurugram,Multicuisine,₹2000 for two,4.4
Ryu Rooftop Bar,delhi-ncr,"32nd Avenue, Gurgaon","Cocktail Menu, Multicuisine",₹2000 for two,4.4
Bizou-Bizou,delhi-ncr,Worldmark 2,Global Cuisine,₹2500 for two,4.2
Broadway,delhi-ncr,"Radisson Blu, Faridabad",Multicuisine,₹3000 for two,4.4
Quaff Brewing Co.,delhi-ncr,"Sector 49, Gurgaon",Multicuisine,₹2000 for two,4.8
The Sunday House,delhi-ncr,"Punjabi Bagh, West Delhi","Chinese, Indian, Italian",₹1400 for two,4.2
Dearie Bar Brewery Kitchen,delhi-ncr,"Gardens Galleria Mall, Sector 38 Noida",Multicuisine,₹1500 for two,3.9
FIO Cookhouse and Bar,delhi-ncr,"Nehru Place, South Delhi","European, Pizza",₹2700 for two,4.5
NYC,delhi-ncr,"Radisson Blu Plaza Delhi Airport, Mahipalpur",Multicuisine,₹3000 for two,4.4
Havemore,delhi-ncr,"Cyber Hub, Gurgaon",North Indian,₹2000 for two,4.4
Café Pluck,delhi-ncr,Pullman New Delhi Aerocity-An AccorHotels Brand,Multicuisine,₹3500 for two,4.7
The Bikers Cafe,delhi-ncr,"Golf Course Road, Gurgaon",Multicuisine,₹1000 for two,4.4
High Spirits,delhi-ncr,"Hilton Garden Inn, Saket","Finger Food, Cocktail Menu",₹1500 for two,3.7
Mongabay,delhi-ncr,"Sector 59, Gurgaon",Multicuisine,₹2500 for two,5.0
Roman Garden,delhi-ncr,"The Royal Plaza, New Delhi",Multicuisine,₹2500 for two,2.0
NAO - Next Asian Outing,delhi-ncr,"Greater Kailash (GK) 2, South Delhi","Pan Asian, Thai Food",₹1800 for two,5.0
The Sky High,delhi-ncr,"Vasant Kunj, South Delhi",Multicuisine,₹1200 for two,4.1
Underdoggs,delhi-ncr,Worldmark 2,"Cocktail Menu, Multicuisine",₹2000 for two,4.3
Symposium,delhi-ncr,"Sector 12, Dwarka, West Delhi",Multicuisine,₹1000 for two,4.2
Ethyl,delhi-ncr,"Radisson, Noida",Finger Food,₹4000 for two,4.3
Odella,delhi-ncr,"Green Park Extension Market, South Delhi",Multicuisine,₹2000 for two,4.3
Flluid,delhi-ncr,"Mosaic Hotels, Noida",Multicuisine,₹1500 for two,4.3
Parlour,delhi-ncr,"Grand Hyatt, Gurgaon",Multicuisine,₹1500 for two,4.3
Zodiac,delhi-ncr,"Fortune Park, East Delhi",Multicuisine,₹1500 for two,5.0
Toy Box,delhi-ncr,"Sector 29, Gurgaon",Multicuisine,₹1500 for two,3.6
Manhattan Bar & Brewery,delhi-ncr,"Global Foyer Mall, Gurgaon","Cocktail Menu, Multicuisine",₹2000 for two,3.9
Sandoz BBQ,delhi-ncr,"Janakpuri, West Delhi",Multicuisine,₹1800 for two,4.0
Cha Bar,delhi-ncr,"Connaught Place (CP), Central Delhi",Cafe,₹400 for two,4.5
Downtown 29,delhi-ncr,"Sector 29, Gurgaon","Cocktail Menu, Multicuisine",₹1200 for two,4.2
Wat-A-Burger!,delhi-ncr,"Connaught Place (CP), Central Delhi","Fast Food, Burgers",₹350 for two,4.7
The Lhasa Lounge,delhi-ncr,"Sector 104, Noida","Pan Asian, Cafe",₹1100 for two,4.2
Kaffiiaa,delhi-ncr,"Sector 18, Noida",Multicuisine,₹1000 for two,4.2
Masala Synergy,delhi-ncr,"M3M IFC, Sector 66, Gurgaon","North Indian, Modern Indian",₹2000 for two,4.6
Hahn's kitchen,delhi-ncr,"One Horizon Center, Golf Course Road",Korean,₹1800 for two,4.5
Masala Munch Vegetarian Restaurant,delhi-ncr,"Manesar, Gurgaon",Multicuisine,₹800 for two,4.4
Kartoon Cafe,delhi-ncr,"Janakpuri, West Delhi","Beverages, Multicuisine",₹1200 for two,4.5
Breakin' Brew,delhi-ncr,"Karkardooma, East Delhi","European, Indian",₹700 for two,4.5
Illuzion Luxe Club,delhi-ncr,"Gardens Galleria Mall, Sector 38 Noida",Multicuisine,₹1700 for two,3.3
Carnivale,delhi-ncr,"Galaxy blue Sapphire Mall,Greater Noida",Indian,₹1500 for two,4.0
Nebo,delhi-ncr,"Ansal Plaza Mall, Andrews Ganj","Japanese, Italian, North Indian",₹2000 for two,4.0
Say Fontina,delhi-ncr,"Sector 129, Noida",Multicuisine,₹1200 for two,4.3
Jamie Oliver Kitchen,delhi-ncr,"Ambience Mall, Gurgaon",Italian,₹2000 for two,4.0
Flavours,delhi-ncr,"Golden Tulip, Sector 29",Multicuisine,₹1800 for two,4.0
Nook,delhi-ncr,Aloft Hotel Aerocity New Delhi,Multicuisine,₹1800 for two,4.4
Maison Maiya,delhi-ncr,"Grand Hyatt, Gurgaon","Indian, Asian",₹3500 for two,4.4
Almadhaq,delhi-ncr,"Baani square, Sector 50, Gurgaon",Lebanese,₹1000 for two,4.7
Sampan,delhi-ncr,"The Suryaa Hotel, New Delhi",Pan Asian,₹3400 for two,4.7
Dessert Station,delhi-ncr,"Karol Bagh, Central Delhi","Beverages, Ice Cream",₹300 for two,4.0
The Snow Co.,delhi-ncr,"Connaught Place (CP), Central Delhi",Ice Cream,₹400 for two,4.0
Qavalli,delhi-ncr,"Epicuria Mall, Nehru Place",Mughlai,₹2000 for two,4.9
Seasonal Tastes,delhi-ncr,"The Westin, Gurgaon",Multicuisine,₹4500 for two,4.3
Perch Wine & Coffee Bar,delhi-ncr,"Vasant Vihar, South Delhi",European,₹1800 for two,4.6
K3,delhi-ncr,"JW Marriott Aerocity, New Delhi",Multicuisine,₹3000 for two,4.4
Stallion,delhi-ncr,"Pride Plaza Hotel, New Delhi",Cocktail Menu,₹3000 for two,4.9
Barbeque Nation,delhi-ncr,"Regal Building, Central Delhi",Barbeque,₹2000 for two,2.0
Cafe Delhi One,delhi-ncr,"Hotel Connaught Royale, Delhi",Multicuisine,₹1400 for two,5.0
Kijiji On The Roof,delhi-ncr,"Sector 47, Gurgaon","Cocktail Menu, Multicuisine",₹1800 for two,4.8
Ilios,delhi-ncr,"Sector 71, Gurgaon",Multicuisine,₹1500 for two,4.7
The Pit Restaurant,delhi-ncr,"Global Foyer Mall, Gurgaon","Italian, Barbeque",₹1200 for two,5.0
Local,delhi-ncr,"Sector 38, Noida","Cocktail Menu, Multicuisine",₹1200 for two,4.1
COCCO N CURRY,delhi-ncr,"Sector 3, Rohini, West Delhi",Multicuisine,₹1000 for two,3.8
Duty Free Courtyard,delhi-ncr,"Sector 38, Noida",Multicuisine,₹1400 for two,3.6
The Drunken Botanist,delhi-ncr,"DLF Cyber City, Gurgaon","Cocktail Menu, Multicuisine",₹1500 for two,4.3
Pepper Pot,delhi-ncr,"Sector 56, Gurgaon","Chinese, North Indian",₹600 for two,4.5
Pinch of Spice,delhi-ncr,"Sector 10, Dwarka, West Delhi",Multicuisine,₹1400 for two,4.5
Smokey Lounge,delhi-ncr,"Basant Lok, Vasant Vihar, South Delhi",Multicuisine,₹1800 for two,4.4
White Oak,delhi-ncr,"Paharganj, Central Delhi",Multicuisine,₹1000 for two,4.6
La Bamba - High Energy Club,delhi-ncr,"Sector 29, Gurgaon",Multicuisine,₹1200 for two,4.0
Sassy Oscar,delhi-ncr,"Gardens Galleria Mall, Sector 38 Noida",Multicuisine,₹2000 for two,3.0
Downtown Village,delhi-ncr,"Hauz Khas Village, South Delhi",Multicuisine,₹1200 for two,3.1
Boogie Woogie,delhi-ncr,Karkardooma Community Centre,Multicuisine,₹1800 for two,3.5
Sky High,delhi-ncr,"Sector 98, Noida","Cocktail Menu, Multicuisine",₹1300 for two,3.9
Dutyfree My Pocket Friendly Bar,delhi-ncr,"Sector 142, Noida",Multicuisine,₹1900 for two,3.3
Branche Restaurant,delhi-ncr,"Golden Tulip Suites, Gurgaon",Multicuisine,₹1500 for two,4.1
Cafe De Flora,delhi-ncr,"AIPL Joy Central, Sector 65, Gurgaon",Italian,₹1200 for two,4.9
Downtown Galleria,delhi-ncr,"DLF Phase 4, Gurgaon",Multicuisine,₹1800 for two,4.7
EBISU Fine Japanese Cuisine,delhi-ncr,"District Center, Saket",Japanese,₹2000 for two,4.8
Mesa Kitchen And Bar,delhi-ncr,Worldmark 3,European,₹2000 for two,4.5
Govardhan,delhi-ncr,"Aurobindo Marg, South Delhi",South Indian,₹550 for two,4.4
The Coffee Bean & Tea Leaf,delhi-ncr,"Rajouri Garden, West Delhi",Coffee and Tea,₹600 for two,4.2
Punjabi by Nature,delhi-ncr,"M3M IFC, Sector 66, Gurgaon",North Indian,₹2000 for two,4.0
Cecilia's Pizzeria,delhi-ncr,"Panchsheel Park, South Delhi",Italian,₹1200 for two,4.3
Jamie’s Pizzeria,delhi-ncr,"Vegas Mall, Dwarka",Italian,₹1200 for two,4.3
Moire Cafe Lounge & Bar,delhi-ncr,"Gardens Galleria Mall, Sector 38 Noida",Cocktail Menu,₹1500 for two,3.9
Gourmet Bar,delhi-ncr,"Novotel City Centre, Delhi NCR",Multicuisine,₹3000 for two,4.0
Unbound Cafe,delhi-ncr,"Sector 17, Dwarka, West Delhi","Chinese, Indian",₹1400 for two,4.6
Seoul Restaurant,delhi-ncr,"Ansal Plaza Mall, Khel Gaon Marg",Korean,₹2000 for two,4.7
Miss Pinto,delhi-ncr,"Vasant Vihar, South Delhi",European,₹2500 for two,4.2
At Live,delhi-ncr,"Sector 104, Noida",Multicuisine,₹1500 for two,4.3
Kake Da Hotel,delhi-ncr,"Raj Nagar, Ghaziabad",North Indian,₹700 for two,3.7
Caffe Bella Italia,delhi-ncr,"Gwal Pahari, Gurgaon","Beverages, Italian",₹600 for two,4.7
The Salt Cafe Kitchen & Bar,delhi-ncr,"Preet Vihar, East Delhi",Multicuisine,₹1200 for two,4.4
China Club,delhi-ncr,"MG Road, Gurgaon, Gurgaon",Chinese,₹2500 for two,4.6
Meraki Cafe & Bar,delhi-ncr,"Defence Colony, South Delhi",Multicuisine,₹1400 for two,4.2
India Grill,delhi-ncr,"Hilton Garden Inn, Saket",Indian,₹2400 for two,3.8
Chica,delhi-ncr,"Netaji Nagar, South Delhi",Multicuisine,₹2600 for two,4.2
Paprika Park,delhi-ncr,"Indirapuram, Ghaziabad",Multicuisine,₹1500 for two,3.9
Tama Brewery And World Kitchen,delhi-ncr,"Sector 16, Faridabad",Multicuisine,₹1750 for two,4.3
Birch by Romeo Lane,delhi-ncr,"Pacific Mall, Netaji Subhash Place",Multicuisine,₹1800 for two,3.8
Nineteen 78,delhi-ncr,"Select Citywalk Mall, Saket","Asian, Continental",₹1500 for two,4.2
Ikk Panjab,delhi-ncr,"Sector 42, Gurgaon","North Indian, Punjabi",₹2500 for two,4.5
L’Osteria Bella,delhi-ncr,Holiday Inn New Delhi International Airport,Italian,₹3000 for two,4.6
Bruno's Pizzeria,delhi-ncr,"Galleria Market, Gurgaon","European, Italian",₹1500 for two,4.0
Echoes,delhi-ncr,"Kailash Colony, South Delhi","Italian, Indian, Chinese",₹1400 for two,3.8
Deja Brew,delhi-ncr,"Greater Kailash (GK) 2, South Delhi",Multicuisine,₹1000 for two,4.3
32 East,delhi-ncr,"The Leela Ambience Convention Hotel, New Delhi",Multicuisine,₹3000 for two,5.0
The U Kitchen,delhi-ncr,"Greater Noida, Noida",Multicuisine,₹1000 for two,4.3
The Glutton Cafe,delhi-ncr,"Sector 67, Gurgaon",Multicuisine,₹1500 for two,3.7
Fabcafe By FabIndia Lajpat Nager,delhi-ncr,"Lajpat Nagar 3, South Delhi",Indian,₹800 for two,4.6
RAAG by Miss Nora,delhi-ncr,"Rajouri Garden, West Delhi",Indian,₹1400 for two,4.0
Suprasaad,delhi-ncr,"Badarpur Border, South Delhi",South Indian,₹1200 for two,4.1
Dolche by Duty Free,delhi-ncr,"GT Karnal Rd, Gujranwala Town, North Delhi",Multicuisine,₹2800 for two,4.0
Plats,delhi-ncr,"Malviya Nagar, South Delhi","Beverages, European",₹2200 for two,4.6
Kebabs & Kurries,delhi-ncr,"WelcomHotel Dwarka, New Delhi",Awadhi,₹2600 for two,4.3
MEGU,delhi-ncr,"The Leela Palace, New Delhi",Japanese,₹3800 for two,4.7
Idlinama,delhi-ncr,"Greater Kailash (GK) 2, South Delhi",South Indian,₹800 for two,4.5
Indus Flavour (Proudly Vegetarian),delhi-ncr,"Pacific Mall, Netaji Subhash Place",Multicuisine,₹1000 for two,4.3
Veu by Duty Free,delhi-ncr,"Raj Nagar, Ghaziabad",Multicuisine,₹1500 for two,2.8
Mosaic,delhi-ncr,"Crowne Plaza, Rohini",Multicuisine,₹3000 for two,4.3
Moets,delhi-ncr,"Sector 70, Gurgaon",Multicuisine,₹2000 for two,4.4
Cafe on 3,delhi-ncr,"Holiday Inn, Mayur Vihar Phase 1",North Indian,₹2000 for two,4.1
Shri Ram Dhaba - Omaxe City,delhi-ncr,"Sector 49, Gurgaon",Indian,₹800 for two,4.3
Sambar Ritual,delhi-ncr,"The Boulevard At Magnum Global Park, Sector 58, Gurgaon",South Indian,₹1000 for two,4.6
Pirates Of Grill,delhi-ncr,"DLF Mall of India, Sector 18, Noida",Multicuisine,₹2100 for two,4.5
The Grill House,delhi-ncr,"Galaxy blue Sapphire Mall,Greater Noida",Multicuisine,₹1500 for two,3.8
PizzaExpress,delhi-ncr,"Sector 62, Noida","Pizza, Italian",₹1400 for two,5.0
Cilantro,delhi-ncr,"Trident, Gurgaon",Multicuisine,₹2500 for two,4.5
Atmos29 RestoBar & Club,delhi-ncr,"Greater Noida, Noida",Multicuisine,₹1200 for two,5.0
IAH,delhi-ncr,"The Roseate, New Delhi","Cocktail Menu, Finger Food",₹1500 for two,4.9
Popes' Southwest Cantina,delhi-ncr,"M3M Broadway, Sector 71, Gurgaon",Multicuisine,₹1000 for two,4.0
Baby Dragon Bar & Restaurant,delhi-ncr,"Sector 18, Noida",Chinese,₹1400 for two,4.3
Lobby Lounge,delhi-ncr,"The Royal Plaza, New Delhi","Fast Food, Coffee and Tea",₹2000 for two,4.0
Gonzo Asian Street Bar,delhi-ncr,"Vasant Vihar, South Delhi",Asian,₹1000 for two,3.5
21 Shots,delhi-ncr,"Sector 29, Gurgaon",Cocktail Menu,₹1200 for two,3.0
La Isla,delhi-ncr,"Greater Kailash (GK) 1, South Delhi","Italian, Mexican",₹1200 for two,5.0
Atmosphere Restro & Bar,delhi-ncr,"Pitampura, North Delhi",Multicuisine,₹1000 for two,4.7
Pukhtaan - Legacy of Padma Shri Chef Imtiaz Qureshi,delhi-ncr,"Satyaniketan, South Delhi",Mughlai,₹1100 for two,4.2
21 Candles Restaurant & Cafe,delhi-ncr,"Anand Vihar, East Delhi",Multicuisine,₹1000 for two,4.2
Bottles and Barrels,delhi-ncr,"Sector 30, Gurgaon",Multicuisine,₹2000 for two,3.2
Namaste Punjab,delhi-ncr,"Greater Noida, Noida",Multicuisine,₹1000 for two,4.4
Kylin Experience,delhi-ncr,"DLF Mall of India, Sector 18, Noida",Pan Asian,₹1500 for two,4.5
Sky Rozo,delhi-ncr,"Janakpuri, West Delhi",Multicuisine,₹1400 for two,3.8
Pinxx,delhi-ncr,"Sector 49, Gurgaon",Multicuisine,₹1200 for two,3.9
Easy Tiger by Boraan,delhi-ncr,"The Kitchens, Gurgaon","Thai, oriental, Asian",₹2000 for two,4.8
Sorbo,delhi-ncr,"Sector 42, Gurgaon","Mediterranean, Asian, Continental",₹2000 for two,3.6
P.F. Chang's,delhi-ncr,"Cyber Hub, Gurgaon","Pan Asian, Chinese, Asian",₹2000 for two,4.2
Tres,delhi-ncr,"Lodhi Colony, South Delhi",European,₹3000 for two,4.6
Tea Studio,delhi-ncr,"Radisson Blu, Faridabad","Bakery, Coffee and Tea",₹1000 for two,4.0
Ping's Café Orient,delhi-ncr,"Lodhi Colony, South Delhi","Cocktail Menu, Pan Asian",₹700 for two,4.5
Curry Crown,delhi-ncr,"Sector 144, Noida",Multicuisine,₹1200 for two,3.7
Dana Choga,delhi-ncr,"Sector 14, Gurgaon",North Indian,₹1000 for two,4.3
6 Ballygunge Place,delhi-ncr,"Eldeco Centre, Saket, Delhi NCR",Multicuisine,₹1000 for two,4.4
Saucy Cocktail Garden,delhi-ncr,"Vishal Enclave, Rajouri Garden, West Delhi",Multicuisine,₹2000 for two,3.4
The Droots,delhi-ncr,"Pitampura, North Delhi",Multicuisine,₹1200 for two,2.9
Drooling by The Shang,delhi-ncr,"Bharthal, Sector 23, Dwarka",Multicuisine,₹600 for two,4.8
AK's Bar,delhi-ncr,"Karma Lakelands, Manesar","Cocktail Menu, Multicuisine",₹1600 for two,4.6
The Bbq Industry,delhi-ncr,"Jail Road, West Delhi","Indian, Barbeque",₹1600 for two,4.4
United Coffee House,delhi-ncr,"Pacific Mall, Tagore Garden",Multicuisine,₹1200 for two,4.1
Houz,delhi-ncr,"Worldmark 4, Sector 65, Gurgaon",Global Cuisine,₹2300 for two,4.3
The Chatter House,delhi-ncr,"Khan Market, Central Delhi",Cocktail Menu,₹1800 for two,4.4
Organic Bistro,delhi-ncr,"Khan Market, Central Delhi",Multicuisine,₹1400 for two,5.0
Penthouse Dutyfree,delhi-ncr,"Green Park, South Delhi",Multicuisine,₹2000 for two,3.5
Monet,delhi-ncr,"Ansal Plaza Mall, Khel Gaon Marg",Multicuisine,₹2000 for two,3.5
Celeste,delhi-ncr,"32nd Avenue, Gurgaon",Modern Indian,₹1600 for two,4.3
Heritage The Fine Dine,delhi-ncr,"Sector 15, Gurgaon",Indian,₹900 for two,4.4
Under The Neem,delhi-ncr,"Sector 80, Gurugram, Delhi NCR",Multicuisine,₹2700 for two,4.4
Mystery Of Food,delhi-ncr,Indirapuram Habitat Centre,Multicuisine,₹1200 for two,4.1
Dastak,delhi-ncr,"Sector 16, Faridabad",Multicuisine,₹1000 for two,3.9
Moti Mahal Delux,delhi-ncr,"Sector 63, Noida",North Indian,₹1100 for two,4.1
Saffron Restaurant,delhi-ncr,"Paharganj, Central Delhi","Indian, Continental",₹500 for two,4.0
Pikwik Since 1991,delhi-ncr,"Pitampura, North Delhi",Indian,₹800 for two,4.6
J's Contemporary Oriental,delhi-ncr,"Sector 18, Noida",oriental,₹1500 for two,4.6
Ingri at Museo,delhi-ncr,"DLF Phase 4, Gurgaon",European,₹1500 for two,4.1
House of Tequila,delhi-ncr,"Rajouri Garden, West Delhi","Cocktail Menu, Multicuisine",₹1200 for two,2.0
Young wildfree cafe,delhi-ncr,"Moti Bagh, South Delhi",Multicuisine,₹600 for two,4.3
Cosy Box,delhi-ncr,"One Horizon Center, Golf Course Road","Mediterranean, Turkish",₹3000 for two,4.5
The Red Brick Room,delhi-ncr,"The Westin Sohna Resort & Spa, Gurgaon",Multicuisine,₹4300 for two,4.4
Bo Tai,delhi-ncr,"Mehrauli, South Delhi","Asian, Cocktail Menu, Fusion",₹3000 for two,4.5
Chaayos,delhi-ncr,"F Block, Connaught Place, Central Delhi",Fast Food,₹500 for two,4.5
Appetito,delhi-ncr,"Knowledge Park II, Noida","Multicuisine, Beverages",₹1500 for two,4.8
Tahia,delhi-ncr,"Sector 104, Noida",Multicuisine,₹1200 for two,4.4
Glass House,delhi-ncr,"DoubleTree by Hilton, Gurugram Baani Square",Multicuisine,₹3000 for two,4.0
Desi Vibes,delhi-ncr,Ithum Galleria Mall,North Indian,₹1200 for two,4.0
Monkey Bar,delhi-ncr,"Vasant Kunj, South Delhi","Cocktail Menu, Multicuisine",₹1700 for two,4.4
34 Masala Lane,delhi-ncr,"Vasundhara, Ghaziabad",Multicuisine,₹700 for two,4.3
IFC Moti Mahal,delhi-ncr,"Sector 66, Gurgaon",North Indian,₹1100 for two,4.1
Oscar,delhi-ncr,"Vishal Enclave, Rajouri Garden, West Delhi",Cocktail Menu,₹2000 for two,2.5
Kawaii,delhi-ncr,"GTB Nagar, North Delhi",Multicuisine,₹1000 for two,4.1
London Street Cafe & Bar,delhi-ncr,"Aditya Mega Mall, Karkardooma",Multicuisine,₹1000 for two,4.0
Val Halla,delhi-ncr,"Indirapuram, Ghaziabad","Finger Food, Cocktail Menu",₹1500 for two,4.0
Rumours Rooftop,delhi-ncr,"Sector 63, Noida","Chinese, Indian, Italian",₹1500 for two,4.0
Cafe Pamaa,delhi-ncr,"Sector 141, Noida",Multicuisine,₹1000 for two,4.5
Cream Centre,delhi-ncr,"Sector 73, Noida",Multicuisine,₹1500 for two,4.5
Dorrance Cafe Club and Bar,delhi-ncr,"Sector 81, Faridabad, Faridabad",Cocktail Menu,₹1500 for two,3.9
Kiona,delhi-ncr,"Aurobindo Marg, South Delhi",Multicuisine,₹1800 for two,4.1
Pankh,delhi-ncr,"Punjabi Bagh, West Delhi",Multicuisine,₹1200 for two,2.7
Kala Cafe,delhi-ncr,"Parliament Street, Central Delhi",Multicuisine,₹600 for two,4.5
Downtown Magnum,delhi-ncr,"The Boulevard At Magnum Global Park, Sector 58, Gurgaon","Mexican, Pan Asian",₹1600 for two,5.0
I Sacked Newton,delhi-ncr,"Sector 32, Noida","Multicuisine, Cocktail Menu",₹2000 for two,4.3
Taco Bell,delhi-ncr,"Connaught Place (CP), Central Delhi","Mexican, Tex-Mex",₹550 for two,5.0
Haldiram's,delhi-ncr,"Pusa Road, Central Delhi",Street Food,₹400 for two,5.0
Indian Republic Canteen,delhi-ncr,"Connaught Place (CP), Central Delhi",Modern Indian,₹1000 for two,4.2
The Barbeque Company,delhi-ncr,"Rajouri Garden, West Delhi",Multicuisine,₹1200 for two,3.7
INOX,delhi-ncr,"Connaught Place (CP), Central Delhi",Fast Food,₹500 for two,5.0
Sura Vie Live it Up!,delhi-ncr,"Pacific Mall, Netaji Subhash Place",Multicuisine,₹1600 for two,4.3
The Burger Club,delhi-ncr,"Karol Bagh, Central Delhi",Burgers,₹800 for two,5.0
Beyond Design Bistro,delhi-ncr,"Sultan Pur, South Delhi",Multicuisine,₹1300 for two,4.0
Barish Lounge & Rooftop,delhi-ncr,"Gardens Galleria Mall, Sector 38 Noida",Multicuisine,₹1800 for two,2.7
Ivoryy Delhi,delhi-ncr,"Malviya Nagar, South Delhi",Multicuisine,₹1200 for two,4.1
DRAMZ,delhi-ncr,"Mehrauli, South Delhi",Multicuisine,₹3000 for two,4.0
Unlocked - Bar.Kitchen.Escape Room,delhi-ncr,"32nd Avenue, Gurgaon",Continental,₹1200 for two,4.1
Infinity,delhi-ncr,"Crowne Plaza, Mayur Vihar Phase 1",Italian,₹2600 for two,4.1
The Brew Bar,delhi-ncr,Radisson Gurugram Udyog Vihar,"Finger Food, Cocktail Menu",₹2000 for two,4.5
Be Raw Rooftop Cafe,delhi-ncr,"Sector 31, Gurgaon",Multicuisine,₹500 for two,4.0
The Creative Kitchen,delhi-ncr,"Radisson, Noida",Multicuisine,₹5000 for two,4.4
Cafe Amaretto,delhi-ncr,"DLF South Point Mall, Golf Course Road",Italian,₹1600 for two,4.6
Rremix,delhi-ncr,"Sector 129, Noida",Multicuisine,₹2000 for two,4.0
Wok In The Clouds,delhi-ncr,"Rajouri Garden, West Delhi",Chinese,₹2000 for two,4.3
Nando's,delhi-ncr,"DLF Mall of India, Sector 18, Noida","African, Portuguese",₹1200 for two,4.4
Chaupal,delhi-ncr,"The Westin Sohna Resort & Spa, Gurgaon","Finger Food, Cocktail Menu",₹3500 for two,4.0
Le Cantine,delhi-ncr,"DLF Promenade Mall, Vasant Kunj",European,₹1200 for two,4.3
Pioneers Flavours of China,delhi-ncr,"Connaught Place (CP), Central Delhi",Chinese,₹1000 for two,1.0
Café Resto,delhi-ncr,"Jaypee Vasant Continental, New Delhi",Multicuisine,₹2000 for two,4.4
Brown Brew,delhi-ncr,"Sector 46, Gurgaon, Gurgaon",Multicuisine,₹1200 for two,4.0
Olly- Olive's All Day Cafe & Bar,delhi-ncr,"Cyber Hub, Gurgaon","Pizza, European",₹1400 for two,4.4
Ryba Cafe & Dining,delhi-ncr,"DLF Phase 4, Gurgaon","Mediterranean, North Indian, Turkish",₹1300 for two,4.9
Finns Cafe,delhi-ncr,"Sector 104, Noida",Multicuisine,₹1100 for two,5.0
All Day Diner,delhi-ncr,"Sunday Hotels and Residences, Gurgaon",Multicuisine,₹1000 for two,4.0
Diablo,delhi-ncr,"Mehrauli, South Delhi",Multicuisine,₹2000 for two,4.1
Garden Lovers Botanical Boutique & Cafe,delhi-ncr,"MGF Plaza Mall, Gurgaon",Cafe,₹700 for two,4.2
Vicoli,delhi-ncr,"Global Foyer Mall, Gurgaon","European, Mediterranean",₹2500 for two,5.0
Guppy,delhi-ncr,"Lodhi Colony, South Delhi","Japanese, Sushi",₹2200 for two,4.5
Edesia,delhi-ncr,"Crowne Plaza, Okhla",Multicuisine,₹2800 for two,4.1
